Movie,Genre,Director,Actors
Once Upon A Time In Bihar (2015 - Hindi),Political,Nitin Chandra,"Ashish Vidyarthi, Kranti Prakash Jha, Ajay Kumar, Arti Puri, Pankaj Jha, Deepak Singh"
Guddu Ki Gun (2015 - Hindi),Comedy,"Shantanu Ray Chhibber, Sheershak Anand","Kunal Khemu, Payel Sarkar, Aparna Sharma, Sumeet Vyas"
Love Exchange (2015 - Hindi),Romance,Raj V Shetty,"Mohit Madan, Jyoti Sharma"
Prithipal Singh... A Story (2015 - Hindi),Biopic,Babita Puri,"Vikas Kumar, Anjali Singh"
Four Pillars of Basement (2015 - Hindi),Thriller,Giresh Naik K,"Dillzan Wadia, Bruna Abdullah, Aaliya Singh, Zakir Hussain"
Charlie Kay Chakkar Mein (2015 - Hindi),Crime/Thriller,Manish Srivasta,Naseeruddin Shah
Yaara Silly Silly (2015 - Hindi),Romance,Subhash Sehgal,"Paoli Dam, Parambrata Chatterjee"
Ranbanka (2015 - Hindi),Action,Aryeman Ramsay,"Manish Paul, Ravi Kishan, Pooja Thakur"
Prem Ratan Dhan Payo (2015 - Hindi),Romance,Sooraj Barjatya,"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Swara Bhaskar, Armaan Kohli, Anupam Kher, Deepak Dobriyal, Sanjay Mishra"
Angry Indian Goddesses (2015 - Hindi),Drama,Pan Nalin,"Sarah-Jane Dias, Tannishtha Chatterjee, Anushka Manchanda, Sandhya Mridul"
Tamasha (2015 - Hindi),Romance,Imtiaz Ali,"Deepika Padukone, Ranbir Kapoor"
Hate Story 3 (2015 - Hindi),Adult/Thriller,Vishal Pandya,"Zarine Khan, Daisy Shah, Sharman Joshi, Karan Singh Grover"
Kajarya (2015 - Hindi),Drama,Madhureeta Anand,"Meenu Hooda, Ridhima Sud, Kuldeep Ruhil"
The Silent Heroes (2015 - Hindi),Adventure,Mahesh Bhatt,"Maanuv Bhardawaj, Priyanka Panchal, Mann Bagga, Simran Deep, Nirmal Kumar Pant"
Bajirao Mastani (2015 - Hindi),Romance,Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Priyanka Chopra"
Dilwale (2015 - Hindi),Action/Romance,Rohit Shetty,"Shahrukh Khan, Kajol, Varun Dhawan, Kriti Sanon"
Mr Joe B. Carvalho (2014 - Hindi),Comedy,Samir Tewari,"Arshad Warsi, Soha Ali Khan, Javed Jaffrey, Vijay Raaz"
Sholay 3D (2014 - Hindi),Action/Adventure,Ramesh Sippy,"Dharmendra, Amitabh Bachchan, Hema Malini, Jaya Bhaduri, Sanjeev Kumar, Amjad Khan, A.K. Hangal"
Dedh Ishqiya (2014 - Hindi),Black Comedy/Thriller,Abhishek Chaubey,"Naseeruddin Shah, Arshad Warsi, Madhuri Dixit, Huma Qureshi"
Yaariyan (2014 - Hindi),Romance,Divya Khosla Kumar,"Himansh Kohli, Shreyas Pardiwalla, Dev Sharma, Nicole Faria, Rakul Preet Singh"
Karle Pyaar Karle (2014 - Hindi),Romance,Rajesh Pandey,"Shiv Darshan, Hasleen Kaur"
Miss Lovely (2014 - Hindi),Drama,Ashim Ahluwalia,"Nawazuddin Siddiqui, Niharika Singh"
Om-Dar-Ba-Dar (2014 - Hindi),Experimental,Kamal Swaroop,"Aditya Lakhia, Manish Gupta, Anita Kanwar, Gopi Desai"
Paranthe Wali Gali (2014 - Hindi),Romantic comedy,Sachin Gupta,"Anuj Saxena, Neha Pawar, Mohinder Gujral, Vijayant Kohli, Himanshu Thakkar, Yuvraj Haral"
Strings Of Passion (2014 - Hindi),Drama,Sanghamitra Chaudhari,"Zeenat Aman, Indrani Haldar, Shubh Mukherjee, Rajesh Sharma"
Jai Ho (2014 - Hindi),Action - comedy,Sohail Khan,"Salman Khan, Daisy Shah, Tabu, Sana Khan, Danny Denzongpa, Mohnish Behl, Vatsal Seth, Suniel Shetty, Genelia D'Souza"
One by Two (2014 - Hindi),Romance/Comedy,Devika Bhagat,"Abhay Deol, Preeti Desai, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Lilette Dubey, Anish Trivedi"
Babloo Happy Hai (2014 - Hindi),Comedy,Nila Madhab Panda,"Sahil Anand, Erica Fernandes, Preet Kamal, Sumit Suri, Amol Parashar, Reyhna Malhotra, Parvin Dabas, Anu Choudhury, Pooja Tawde, Khusbhoo Purohit, Mika Singh"
Hasee Toh Phasee (2014 - Hindi),Romance/Comedy,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma"
Heartless (2014 - Hindi),Thriller,Shekhar Suman,"Adhyayan Suman, Ariana Ayam, Om Puri, Deepti Naval, Madan Jain, Shekhar Suman"
Ya Rab (2014 - Hindi),Drama/Social,Hasnain Hyderabadwala,"Manzar Sehbai, Ajaz Khan, Akhilendra Mishra, Raju Kher, Kishori Shahane, Vikram Singh"
Gunday (2014 - Hindi),Action,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra, Irrfan Khan"
Kaho Na Kaho (2014 - Hindi),Social,Sanjay Niranjan,"Sikandar, Roshni, Raja"
Darr @ the Mall (2014 - Hindi),Horror,Pawan Kripalani,"Jimmy Shergill, Nushrat Bharucha, Arif Zakaria, Asif Basra, Nivedita Bhattacharya"
Dee Saturday Night (2014 - Hindi),Drama,Jay Prakash,"Prashant Narayanan, Arif Zakaria, Aman Verma, Mahi Khanduri, Gaurav Dixit, Nazneen Patel"
Gulabi Gang (film) (2014 - Hindi),Documentary,Nishtha Jain,Sampat Pal Devi
Highway (2014 - Hindi),Drama/Romance,Imtiaz Ali,"Randeep Hooda, Alia Bhatt"
Karar — The Deal (2014 - Hindi),Thriller,Sabir,"Tarun Arora, Mahek Chahal, Jyothi Rana"
Pyar Ka Live Show (2014 - Hindi),Drama,Shailendra Singh Rajput,"Ishrat Ali, Rudraksh Pundhir, Rajni Mehta, Upasana Singh, Mushtaq Khan, Adi Irani, Shiva Rindan"
The Dark Secrets Of Tonhi (2014 - Hindi),Drama/Action,Shiraz Henry,"Natasha Sikka, J. Brandon Hill, Alex Peters, Smitha Siah, Priyanka Joshi"
Anuradha (2014 - Hindi),Drama,Raju Mavani,"Sachin Khedekar, Smita Jaykar, Disha Choudhary, Shagun Sharma, Rahul Jain, Manoj Joshi, Kishori Shahane, Hrishitaa Bhatt, Aakash Sharma, Raju Mavani, Ganesh Acharya, Manoj Tiwari, Prashant Upadhyay"
Shaadi Ke Side Effects (2014 - Hindi),Romance/Comedy,Saket Chaudhary,"Farhan Akhtar, Vidya Balan, Vir Das, Ram Kapoor, Gautami Kapoor, Ila Arun, Hariharan, Purab Kohli, Rati Agnihotri"
Gulaab Gang (2014 - Hindi),Social/Action,Soumik Sen,"Madhuri Dixit, Juhi Chawla"
Queen (2014 - Hindi),Romance/Drama,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon"
Total Siyapaa (2014 - Hindi),Drama/Comedy,E Niwas,"Ali Zafar, Yami Gautam, Sara Khan, Anupam Kher, Kiron Kher"
Bewakoofiyaan (2014 - Hindi),Romance,Nupur Asthana,"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor"
Neighbours: They Are Vampires (2014 - Hindi),Horror,Shyam Ramsay,"Arbaaz Ali Khan, Roushika Reikhi, Shakti Kapoor, Gavie Chahal, Rufy Khan, Hritu Dudani, Kirti Vaidhya, Prince Sodhi, Sunny Singh"
W (2014 - Hindi),Thriller,Tarun Madan Chopra,"Lezlie Tripathy, Sonal Giani, Raj Singh Arora, Abhey Attri and Danish"
Ankhon Dekhi (2014 - Hindi),Comedy,Rajat Kapoor,"Sanjay Mishra, Rajat Kapoor, Samit Das, Brijendra Kala"
Gang of Ghosts (2014 - Hindi),Horror Comedy,Satish Kaushik,"Parambrata Chatterjee, Sharman Joshi, Mahie Gill, Anupam Kher, Meera Chopra, Saurabh Shukla, Chunky Pandey"
Lakshmi (2014 - Hindi),Drama,Nagesh Kukunoor,"Monali Thakur, Satish Kaushik, Shefali Shetty, Ram Kapoor"
Ragini MMS 2 (2014 - Hindi),Horror/Adult,Bhushan Patel,"Sunny Leone, Parvin Dabas, Divya Dutta"
Dishkiyaoon (2014 - Hindi),Action,Sanamjit Talwar,"Sunny Deol, Harman Baweja, Ayesha Khanna, Prashant Narayanan"
O Teri (2014 - Hindi),Comedy,Umesh Bist,"Pulkit Samrat, Sarah-Jane Dias, Bilal Amrohi, Anupam Kher, Mandira Bedi, Vijay Raaz, Manoj Pahwa"
Station: The Film (2014 - Hindi),Thriller,Saad Khan,"Sameer Kevin Roy, Kanika Batra, Vibhinta Verma, Siddhanth Sundar"
Youngistaan (2014 - Hindi),Drama,Syed Ahmad Afzal,"Jackky Bhagnani, Neha Sharma, Farooq Shaikh, Boman Irani"
Ebn-E-Batuta (2014 - Hindi),Sci-fi/Comedy,Varun Middha,"Omkar Das Manikpuri, Rajeev Verma, Dev Gohar, Satyendra Khare, Nazea Sayed, Neelam Singh"
Honour Killing (2014 - Hindi),Social,Avtar Bhogal,"Zara Sheikh, Sandeep Singh, Tom Alter, Gulshan Grover, Prem Chopra"
Jal (2014 - Hindi),Drama/Fantasy,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma"
Main Tera Hero (2014 - Hindi),Comedy,David Dhawan,"Varun Dhawan, Ileana D'Cruz, Nargis Fakhri, Abhimanyu Singh, Evelyn Sharma"
Bhoothnath Returns (2014 - Hindi),Fantasy/Children,Nitesh Tiwari,"Amitabh Bachchan, Parth Bhalerao, Boman Irani, Anurag Kashyap, Usha Jadhav"
2 States (2014 - Hindi),Romance,Abhishek Varman,"Arjun Kapoor, Alia Bhatt, Amrita Singh, Ronit Roy"
Dekh Tamasha Dekh (2014 - Hindi),Comedy,Feroz Abbas Khan,"Satish Kaushik, Ganesh Yadav"
Lucky Kabootar (2014 - Hindi),Romance/Comedy,Shammi Chhabra,"Ravi Kishan, Eijaz Khan, Kulraj Randhawa, Shraddha Das, Sanjai Mishra, Madhavi Sharma"
Kaanchi... (2014 - Hindi),Musical/Drama,Subhash Ghai,"Mishti, Kartik Tiwari, Rishi Kapoor, Mithun Chakraborty"
Revolver Rani (2014 - Hindi),Drama,Sai Kabir,"Kangana Ranaut, Vir Das, Piyush Mishra, Zakir Hussain"
Samrat & Co. (2014 - Hindi),Mystery/Thriller/Drama,Kaushik Ghatak,"Rajeev Khandelwal, Madalasa Sharma"
Purani Jeans (2014 - Hindi),Romance/Drama,Tanushri Chattrji Bassu,"Tanuj Virwani, Aditya Seal, Izabelle Leite, Sarika, Rati Agnihotri"
Kya Dilli Kya Lahore (2014 - Hindi),Social,Vijay Raaz,"Vijay Raaz, Manu Rishi, Raj Zutshi, Vishwajeet Pradhan"
Angry Young Man (2014 - Hindi),Action,Ramesh Rout,"Ajay Sinh Rathod, Prachi Sinha"
Kahin Hai Mera Pyar (2014 - Hindi),Romance,Mahesh Vaijnath Doijode,"Abhishek Sethiya, Sonia Mann, Sanjay Kapoor, Jackie Shroff"
Hawaa Hawaai (2014 - Hindi),Drama,Amole Gupte,"Partho Gupte, Saqib Saleem, Pragya Yadav"
Khwaabb (2014 - Hindi),Romance/Drama,Zaid Ali Khan,"Navdip Singh, Simer Motiani, Nafisa Ali, Bajrang Bali Singh"
Koyelaanchal (2014 - Hindi),Action,Ashu Trikha,"Vinod Khanna, Suniel Shetty, Vipino"
Manjunath (2014 - Hindi),Drama,Sandeep A. Varma,"Divya Dutta, Seema Biswas, Asif Basra, Yashpal Sharma"
Mastram (2014 - Hindi),Adult,Akhilesh Jaiswal,"Rahul Bagga, Tasha Berry"
Yeh Hai Bakrapur (2014 - Hindi),Comedy,Janaki Vishwanathan,"Anshuman Jha, Asif Basra, Amit Sial, Uttkarsh Majumdar, Faiz Mohammad, Suruchi Aulakh, Yaushika Verma, Shamim Khan"
The Xposé (2014 - Hindi),Thriller,Ananth Narayan Mahadevan,"Himesh Reshammiya, Zoya Afroz, Sonali Raut, Yo Yo Honey Singh, Adil Hussain"
Children of War (2014 - Hindi),Drama,Mrityunjay Devvrat,"Farooq Shaikh, Victor Banerjee, Pawan Malhotra, Indraneil Sengupta"
M3 - Midsummer Midnight Mumbai (2014 - Hindi),Mystery,Braj Bhushan,"Paras Chhabra, Sara Khan, M.A. Guddu, Pooja Thakur"
Heropanti (2014 - Hindi),Romance/Action,Sabbir Khan,"Tiger Shroff, Kriti Sanon"
Kochadaiiyaan (2014 - Hindi),Action,Soundarya Rajnikanth,"Rajinikanth, Deepika Padukone, Jackie Shroff, Shobana"
City Lights (2014 - Hindi),Drama,Hansal Mehta,"Rajkummar Rao, Patralekha"
Kuku Mathur Ki Jhand Ho Gayi (2014 - Hindi),Comedy,Aman Sachdeva,"Siddharth Gupta, Simran Kaur Mundi, Pallavi Batra"
Filmistaan (2014 - Hindi),Comedy,Nitin Kakkar,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Dutt"
Holiday (2014 - Hindi),Action/Thriller,A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Govinda"
Fugly (2014 - Hindi),Comedy/Drama,Kabir Sadanand,"Jimmy Shergill, Mohit Marwah, Kiara Advani, Vijender Singh, Arfi Lamba"
Machhli Jal Ki Rani Hai (2014 - Hindi),Horror,Debaloy Dey,"Bhanu Uday, Swara Bhaskar, Murli Sharma, Reema Debnath, Sakha Kalyani Deepraj Rana"
Humshakals (2014 - Hindi),Comedy/Drama/Romance,Sajid Khan,"Saif Ali Khan, Esha Gupta, Riteish Deshmukh, Bipasha Basu, Ram Kapoor, Tamannaah Bhatia"
Ek Villain (2014 - Hindi),Romance/Thriller,Mohit Suri,"Sidharth Malhotra, Riteish Deshmukh, Shraddha Kapoor, Aamna Sharif"
Bobby Jasoos (2014 - Hindi),Comedy/Drama,Samar Shaikh,"Vidya Balan, Ali Fazal, Arjan Bajwa, Anupriya Kapoor, Supriya Pathak, Tanvi Azmi"
Lekar Hum Deewana Dil (2014 - Hindi),Romance/Comedy,Arif Ali,"Armaan Jain, Deeksha Seth, Nikita Dutta"
Humpty Sharma Ki Dulhania (2014 - Hindi),Romance/Comedy,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Siddharth Shukla"
Hate Story 2 (2014 - Hindi),Thriller,Vishal Pandya,"Surveen Chawla, Sushant Singh, Jay Bhanushali, Siddharth Kher, Rajesh Khera"
Bazaar-E-Husn (2014 - Hindi),Drama,Ajay Mehra,"Om Puri, Reshmi Ghosh, Yashpal Sharma, Jeet Goshwami"
Riyasat (2014 - Hindi),Drama/Action,Ashok Tyagi,"Rajesh Khanna, Aryaman Ramsay, Aryan Vaid, Raja Murad, Vishwajeet Pradhan"
Amit Sahni Ki List (2014 - Hindi),Romance/Comedy,Ajay Bhuyan,"Vir Das, Vega Tamotia, Anindita Nayar, Kavi Shastri"
Pizza (2014 - Hindi),Horror,Akshay Akkineni,"Akshay Oberoi, Parvathy Omanakuttan, Dipannita Sharma"
Kick (2014 - Hindi),Action/Comedy,Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda"
Entertainment (2014 - Hindi),Comedy,Sajid-Farhad,"Akshay Kumar, Tamannaah Bhatia, Prakash Raj, Sonu Sood, Mithun Chakraborty"
Singham Returns (2014 - Hindi),Action,Rohit Shetty,"Ajay Devgn, Kareena Kapoor Khan, Amol Gupte, Anupam Kher"
Life is Beautiful! (2014 - Hindi),Romance,Manoj Amarnani,"Manoj Amarnani, Anokhi Dalvi, Nancy Brunetta, Parth Naik, Raj Zutshi"
Mad About Dance (2014 - Hindi),Dance,Saahil Prem,"Saahil Prem, Amrit Maghera"
Mardaani (2014 - Hindi),Drama/Action,Pradeep Sarkar,"Rani Mukerji, Jisshu Sengupta"
Mumbhai Connection (2014 - Hindi),Comedy,Atlanta Nagendra,"Rafiq Batcha, Srinivas, Dick Mays, Alieesa Badresia"
Abhinay Chakra (2014 - Hindi),Comedy/Action,Deepankar Senapati,"Govinda, Ashutosh Rana, Murali Sharma, Makrand Deshpande, Harish Kumar, Richa Sharma"
Raja Natwarlal (2014 - Hindi),Thriller,Kunal Deshmukh,"Emraan Hashmi, Humaima Malick, Paresh Rawal, Deepak Tijori, Kay Kay Menon"
Mary Kom (2014 - Hindi),Drama,Omung Kumar,"Priyanka Chopra, Minakkshi Kalitaa, Zachary Coffin"
Creature (2014 - Hindi),Horror,Vikram Bhatt,"Bipasha Basu, Imran Abbas"
Finding Fanny (2014 - Hindi),Comedy/Drama,Homi Adajania,"Naseeruddin Shah, Dimple Kapadia, Pankaj Kapur, Deepika Padukone, Arjun Kapoor"
Daawat-E-Ishq (2014 - Hindi),Comedy/Drama,Habib Faisal,"Aditya Roy Kapur, Parineeti Chopra, Anupam Kher"
Khoobsurat (2014 - Hindi),Romance/Comedy,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak, Aamir Raza Hussain"
3 A.M. (2014 - Hindi),Horror,Vishal Mahadkar,"Rannvijay Singh, Anindita Nayar, Salil Acharya, Kavin Dave"
Chaarfutiya Chhokare (2014 - Hindi),Thriller,Manish Harishankar,"Soha Ali Khan, Seema Biswas, Zakir Hussain"
Desi Kattey (2014 - Hindi),Drama/Action,Anand Kumar,"Suniel Shetty, Akhil Kapur, Jay Bhanushali, Sasha Agha, Tia Bajpai"
Meinu Ek Ladki Chaahiye (2014 - Hindi),Social satire,Abhishek Bindal,"Raghuvir Yadav, Puru Chibber, Reecha Sinha, Zakir Hussain"
Balwinder Singh Famous Ho Gaya (2014 - Hindi),Comedy,Sunil Agnihotri,"Mika Singh, Shaan, Gabriela Bertante"
Bang Bang! (2014 - Hindi),Action,Siddharth Anand,"Hrithik Roshan, Katrina Kaif, Javed Jaffrey"
Haider (2014 - Hindi),Drama,Vishal Bhardwaj,"Tabu, Shahid Kapoor, Shraddha Kapoor, Kay Kay Menon"
Jigariyaa (2014 - Hindi),Romance,Raj Purohit,"Harshvardhan Deo, Cherry Mardia, Virendra Saxena, K.K. Raina, Navni Parihar, Natasha Rastogi"
Ekkees Toppon Ki Salaami (2014 - Hindi),Political Satire,Ravindra Gautam,"Anupam Kher, Neha Dhupia, Divyendu Sharma, Manu Rishi, Aditi Sharma"
Tamanchey (2014 - Hindi),Crime/Romance,Navneet Behal,"Nikhil Dwivedi, Richa Chadda"
Mumbai 125 KM 3D (2014 - Hindi),Horror,Hemant Madhukar,"Veena Malik, Karanvir Bohra, Vedita Pratap Singh, Aparna Bajpai"
Sonali Cable (2014 - Hindi),Comedy/Drama,Charudutt Acharya,"Rhea Chakraborty, Ali Fazal, Raghav Juyal, Anupam Kher, Smita Jaykar"
Happy New Year (2014 - Hindi),Action/Comedy,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah"
Mumbai Can Dance Saala (2014 - Hindi),Drama,Sachindra Sharma,"Ashima Sharma, Prashant Narayanan, Aditya Pancholi, Shakti Kapoor, Rakhi Sawant"
Fireflies (2014 - Hindi),Drama,Sabal Singh Sheikhawat,"Rahul Khanna, Monica Dogra, Arjun Mathur, Shivani Ghai, Aadya Bedi"
Roar - Tigers of Sunderbans (2014 - Hindi),Drama/Action,Kamal Sadanah,"Pulkit Jawahar, Pranay Dixit, Abhinav Shukla, Achint Kaur"
Super Nani (2014 - Hindi),Drama,Indra Kumar,"Rekha, Sharman Joshi, Randhir Kapoor, Shweta Kumar"
Chaar Sahibzaade (2014 - Hindi),Animation/Historical,Harry Baweja,Animated characters
Rang Rasiya (2014 - Hindi),Drama,Ketan Mehta,"Randeep Hooda, Nandana Sen, Paresh Rawal, Ashish Vidyarthi, Sachin Khedekar"
A Decent Arrangement (2014 - Hindi),Drama,Sarovar Banka,"Shabana Azmi, Adam Laupus, Lethia Nall, Farid Currim, Shreya Sharma, Vikram Kapadia, Navniit Nisshan, Adhir Bhat"
The Shaukeens (2014 - Hindi),Comedy,Abhishek Sharma,"Akshay Kumar, Anupam Kher, Annu Kapoor, Lisa Haydon, Piyush Mishra"
6 - 5 = 2 (2014 - Hindi),Found footage / Horror,Bharat Jain,"Prashanth Gupta, Niharica Raizada, Ashruth Jain, Gaurav Kothari, Disha Kapoor"
Kill Dil (2014 - Hindi),Romance/Drama,Shaad Ali,"Ranveer Singh, Parineeti Chopra, Ali Zafar, Govinda"
Golu Aur Pappu (2014 - Hindi),Comedy,Kabir Sadanand,"Vir Das, Kunaal Roy Kapur, Shobhit Rana, Dimple Kapadia, Deepak Tijori"
Happy Ending (2014 - Hindi),Romance/Comedy,Raj Nidimoru and Krishna DK,"Saif Ali Khan, Ileana D'Cruz, Govinda, Ranvir Shorey, Kalki Koechlin"
